Timestamp	1. Enter audio file name:	2. Audio transcription:
5/29/2024 22:54:53	ilyashi_lya_pano_isonde_41_1056_1079_23_8	Ici calisaleta abantu ukusakamana ukuti ukulingana no lutambi lwa mucalo ca Egypy namayo talingile ukulacinda na Shiphoni.
5/30/2024 10:12:06	ilyashi_lya_pano_isonde_40_161_173_12_11	endita mukwai nakmubalilapo fye muli program wesu we lyashi lya pano isonde mukwai twabalila ukuya ituta ku cintungu ca central nakucilisha mukwai kulya ku chitambo pa mushi opo beta ukutila pa Gibson
5/30/2024 10:13:32	ilyashi_lya_pano_isonde_40_967_974_7_6	Uyu nao ebele iyo tapwafwa insofu kalulu naine ba Egypt nga bakasenda ukese senda ibala lyandi
5/30/2024 10:14:26	ilyashi_lya_pano_isonde_40_1405_1409_4_3	Panuma mukwai banyakwile noku winner ba Egypt.
5/30/2024 10:17:34	ilyashi_lya_pano_isonde_40_1123_1131_8_7	aleya fye mukwamba ukushipula ninshi amachololo yatampa icakutila mukwai alelila teti umupalame teti umupalame talelala utulolo 
5/30/2024 10:19:46	ilyashi_lya_pano_isonde_40_1223_1226_3_3	Ati umuti wakufyalo fimbi fyena tabasumine mukwai nabakola napa lulimi.
5/30/2024 10:22:38	ilyashi_lya_pano_isonde_40_773_779_6_5	Ico mukwai icasangile ukuti awe tefyo cifwile ukuba iyo pa mulandu wakuti kwena nga balaingisha abantu amacito 
5/30/2024 10:24:01	ilyashi_lya_pano_isonde_40_845_850_5_4	lilya atuma balya bene mukwai batumine na phone bashimya nokushimya.
5/30/2024 10:24:49	ilyashi_lya_pano_isonde_40_937_940_3_3	Mukwai ewaliko pakati kaba Senegal elyo naba Eguypt.
5/30/2024 10:26:24	ilyashi_lya_pano_isonde_41_241_262_21_9	Icakuti abantu bacilamona fye ati limbi icalo capwa efilya batila pakwisa kwa mwana wa muntu kuba inkuba shikalapantauka.
5/30/2024 10:29:49	ilyashi_lya_pano_isonde_41_311_324_13_13	Lelo nangula ileloka ifi twapepa ukutila mukwai yaisa fye mu mutende tekwisa mubonaushi ifi mukwai ilecita iyo kwena cilekabila ukusalikisha ukupepesha pakutila mukwai ifintu fya musango uyu fyapitila ukutali
5/30/2024 10:32:29	ilyashi_lya_pano_isonde_41_331_340_9_9	Kuli iyi icende eko umukashana aikulike ilyo bamwebele ukutila enganaya ubwali lelo alisakana nokukola pa lulimi.
5/30/2024 10:33:32	ilyashi_lya_pano_isonde_40_353_356_3_2	Kanshi akalipo akaice akamyaka iyakufyalwa itatu
5/30/2024 10:35:31	ilyashi_lya_pano_isonde_3_1081_1092_11_11	Efyo lyaile pulika lelo mukwai nico niku maka yakwa lesa kabumba mukulu ni bashimapepo balesalika ninshi umupashi wa mushilo emo uli aba bantu tabafwile lelo baishile cenaika fye
5/30/2024 10:38:15	ilyashi_lya_pano_isonde_40_185_196_11_11	Ilyashi lya mulanda lyakutila kuli banakulu bantu abali pa bukulu efyo babutukile ku cipatala nakuba mukwai ku ncende iyitwa ukutila lulimala endita mukwai lulimala
5/30/2024 10:39:30	ilyashi_lya_pano_isonde_40_216_222_6_6	Ati filya fine mukwai bana mayo bapapa bwino bwino nakuba mukwai balebapapisha kuli uyu wine umubonfi.
5/30/2024 10:40:19	ilyashi_lya_pano_isonde_39_203_231_28_3	Apo lesa kabaumba mukulu apangile cino icalo
5/30/2024 10:44:00	ilyashi_lya_pano_isonde_39_1441_1459_18_18	Eco mukwai nomba nabamba ukucifwailikisha ico benike ne shina lya kutila cima Hera mukwai kulya ku calo ca New Zealand kanshi mukwai twalakonka ilyashi tukamone bushe ici ci Shark ici icisabi cafuma kwi icili muli iyi bemba icikwete amolu ya muntu ukufuma kuli cilya icalo
5/30/2024 10:46:10	ilyashi_lya_pano_isonde_3_1070_1081_11_10	Ilyo mukukulu umo aile bashimapepo baleshimikila lilyaline fye bafika pakupela imbila nsuma elo aya kuntanshi mukwai ninshi nafwala ibomba Bomb.
5/30/2024 10:52:23	ilyashi_lya_pano_isonde_39_729_738_9_9	Kwali uwamwebele ati mune wamoneka ukucula kwaliba abaishiba ukupela umuti wacuma tuleya nkutwale.
5/30/2024 10:56:13	ilyashi_lya_pano_isonde_39_273_292_19_18	Ati lilya ashetuka mukwai kwisamona fye ayamba ukulasalankunta nge nsoka bamonafye mukwai eko cayamba ukusanguka fye insoka icakuti bonse abali  mucikulwa cabwalwa  kwali ukwisasata kwali ni mbilo icakutila bambi nabalapa nokulapa ukutila.
5/30/2024 11:00:11	ilyashi_lya_pano_isonde_39_1054_1074_20_19	Ndecetekela kwena kulya niku ncende shamu mishi ivakutila kwena abengi tabalalaswa inyeleti sha covid 19 lelo nshishibe nga ensambu iyakuti mukwai ababonfi ba buteko baletanfya abantu abalwele baletanfya abalwele abalwele ilyo balebutukila  kuya mukundapwa kufipatala.
5/30/2024 11:01:48	ilyashi_lya_pano_isonde_37_523_532_9_9	Abantu ekuti awe kwena ishi insele shacilamo telemuneni umuntu ekukunta umu mango lilya bamona bashikulu bantu ati awe kuti babasamuna.
5/30/2024 11:05:32	ilyashi_lya_pano_isonde_37_586_597_11_10	Kuli iyi incende nako kuli ilyashi tulekonka uko cishimikwe ukutila kuli shikulu bantu ulesanguka imbwa ati ukusanguka fye lubule fye lubule yatendeka nokubosa.
5/30/2024 11:07:17	ilyashi_lya_pano_isonde_37_597_623_26_4	Nakuba batile caishile citika pa nshiku ya mulungu mulukuta lumo ifi.
5/30/2024 11:09:18	ilyashi_lya_pano_isonde_37_639_660_21_7	Batile mukwai nomba shaba ne nshiku fye ishingi ndemona balisa mukumanyapo na pakati ka nshila casacitika ifyo fine.
5/30/2024 11:10:58	ilyashi_lya_pano_isonde_36_758_783_25_10	Ati uyu Head Master  katwishi icaishile citika ashileyamba ukulepaula amatoloshi yabana bama sukulu maka maka ayalemoneka ayalamba.
5/30/2024 11:11:54	ilyashi_lya_pano_isonde_36_692_695_3_3	Twafuma mukwai ku Kapiri mposhi twayaiposa ku Serenje
5/30/2024 11:14:09	ilyashi_lya_pano_isonde_37_509_522_13_13	Ndemona mukwai abantu baishile unfwa fye insele shacilamo umuntu nanina ku cimuti kucimuti pakantongolilo ka mango napunamina na mu muulu nafulilapo ne shati alepokaula fye isha mumishingo.
5/30/2024 11:18:13	ilyashi_lya_pano_isonde_36_325_341_16_15	Naifwe mukwai kuno twati ai kwena mukwai naifwe tulelomba ubwelelo pe lyashi batutumine nokwisa shimika pano pacilimba maka maka kubo cakumine maka maka abena lenshina kutila mukwai ici cintu ndecetekela tacakabwekeshiwepo tacakacitike.
5/30/2024 11:19:13	ilyashi_lya_pano_isonde_36_500_506_6_5	Leka mbale nfike ku mushika naya ku market inje nshite umusalu nalakusanga.
5/30/2024 11:21:01	ilyashi_lya_pano_isonde_36_574_580_6_5	Ndemona mukwai efyo basendele icimbayambaya baya parking'a na mumbali ya nshila.
5/30/2024 11:21:45	ilyashi_lya_pano_isonde_34_483_487_4_3	Ukupepa icamba kufuma kuli ilya icende
5/30/2024 11:23:55	ilyashi_lya_pano_isonde_34_524_532_8_7	Bashikulu bantu nga bati babuke batile ukwisamona fye mukwai cauluka ngo mwela caya nokuya pashala patalala na tondolo.
5/30/2024 11:25:10	ilyashi_lya_pano_isonde_34_245_250_5_5	Balibasesha ukubafumya kuli ilya icende pa mulandu wakuti mukwai tabalelala tabalesendama.
5/30/2024 11:27:24	ilyashi_lya_pano_isonde_34_338_345_7_6	Mukwai twayaiposa ku cilubi uko cunfwikike ukutila kuli umupongosh mukwai nao uatutile abapongoshi bakwe.
5/30/2024 11:29:58	ilyashi_lya_pano_isonde_34_345_355_10_10	pamulandu baishile mweba ukutila tata tamulempela utwishikulu efyo aimine ukutila bushe nine ningamipela upela ni lesa bebele awe niwe!
5/30/2024 11:32:38	ilyashi_lya_pano_isonde_3_126_150_24_16	Nakuba nge fyo mwishibe tucili mu nshiku sha kulosha tuleibukisha abayashi impalume ya calo uwali kateka wa kubalilapo bashiku ba Doctor Kenneth David Kaunda abo mukwai umweo wingatusha mu cibote ca kwa lesa kabumba mukulu
5/30/2024 11:40:18	ilyashi_lya_pano_isonde_3_1190_1210_20_14	Eighty four thirty one zero nine six five zero eight eighty four thirty one na zero nine seven nine zero eight eighty four thirty one mukwi ni banshiku ba apostle O mwape abakulya kapiri mposhi mukwai abacinjibukisha.
5/30/2024 11:45:21	ilyashi_lya_pano_isonde_35_160_184_24_8	ni five Seven sixty nine eighty three seventy nine, Zero nine five seven sixty nine eighty three seventy nine mukwai mwatuma fye Message
5/30/2024 11:47:29	ilyashi_lya_pano_isonde_35_1254_1277_23_6	Mukwai ne fyalo ifingi fyalibimbamo nokwamba ukutuma fye mukwai nabashilika abakuya tasha ba Russia.
5/30/2024 11:50:30	ilyashi_lya_pano_isonde_36_1461_1475_14_13	Kelebalika ba mwana mayo pano pene epo twashila na program we lyashi lya pano isonde twaciba bonse ine muntu wenu Osward Chatengwa pali ba machine paciba umwana mwaume Jafet Banda natila lesa kabumba mukulu amipale tusheni umutende!
5/30/2024 11:54:01	ilyashi_lya_pano_isonde_35_532_549_17_16	Abantu balemona kwati bufi efyo bamwene fye abalumendo mukwai bayamba ukutanta mumbwe uyu asenda itanta, uyu asenda umwendo uyu asenda umutwe mpaka mukwai mumbwe efyo bamwakete fino tulelanda baletuta inkondwa mu muto wakwa mumbwe kulya ku Serenje.
5/30/2024 11:57:22	ilyashi_lya_pano_isonde_35_934_950_16_16	Kwena ici caliseka maka maka mu ncende sha mumishi uko tunfwa nokumona mwasanga fye abana lyonse kubeba fye ati iyo mukese ne fikumpo mukese nefikwakwa mukse ne nkasu nga ni mulusuba ati iyo mukaleisa fye ne myashi ya fyani ukusambilila nakalya
5/30/2024 11:59:08	ilyashi_lya_pano_isonde_35_360_366_6_5	Lyahi lya bulanda shimapepo ukuposa icipingo atola ifyanso mu musumba wa Lusaka
5/30/2024 12:02:01	ilyashi_lya_pano_isonde_33_15_37_22_12	Icungulo ba mwana mayo twamusengela nga pe kuli program we lyashi lya pano isonde nine muntu wenu Osward Chatengwa mukwai pali ba Machine pali umwaice wandi mulenga Nkonde nkauba natukwata ilyashi ukufuma ku fyalo ifyalekanalekana.
5/30/2024 12:02:40	ilyashi_lya_pano_isonde_33_1645_1648_3_2	Pakutila kwaba umutende kuli cilya icalo
5/30/2024 12:05:09	ilyashi_lya_pano_isonde_35_874_882_8_8	Ndemona kwatwishi abantu efyo baobwele umuntu ekwisa tila ati iyo kwena nga pali fye uwaiba ishi indalama muli five minutes asokolole.
5/30/2024 12:09:05	ilyashi_lya_pano_isonde_34_178_199_21_15	Mukwai efyo batupokelele mu bushiku bwa mailo ilyo mukwai twaile tulesabanta kuli ilya incende mukufwaya amalyashi mukwai na bashikulu ba Innocent Mulenga kolala mukwai umwenda mushiki mukwai ukonama ukutila twaisa mishimikila maka maka muli progra wesu we lyashi lya pano isonde
5/30/2024 12:12:41	ilyashi_lya_pano_isonde_33_584_594_10_10	Twafumuka mukwai kulya ku mukushi twayaiposa  kwashansha mwana cimpusa mukwai ukufuma ama lyashi ilingi pa Zero nine six eight zero zero twenty eighty one, Zero nine six eight zero zero twenty eighty one
5/30/2024 12:14:11	ilyashi_lya_pano_isonde_32_831_836_5_4	Ekumangula kana munga mukwai balekamangula fye nokulu kwafimbuluka
5/30/2024 12:16:52	ilyashi_lya_pano_isonde_32_906_917_11_11	Cisuma mukwai twaiposa kulya kwa cundaponde uko mukwai cunfwikike ukutila kuli imbwa shitatu isho mukwai ishilepita mu mabala ya nyanje nokulakobola inyanje shabene
5/30/2024 12:18:20	ilyashi_lya_pano_isonde_32_70_97_27_6	Mukwai nge fyo ciba lyonse balatutungilila maka maka ukupitila mu fintu ifisuma ifyo bapanga
5/30/2024 12:22:05	ilyashi_lya_pano_isonde_32_658_675_17_17	ukulingana mukwai ne funde ndecetekela abantu tatukonka amafunde tatwaishiba bwino kula abantu nefyo bacita umuntu alecita icintu ico ne funde lyakanya nipa mulandu fye wakuti mukwai amafunde tatuyakonka tatwayeshiba ecalenga nabantu balecita filubo fimo
5/30/2024 12:24:04	ilyashi_lya_pano_isonde_32_456_465_9_8	Ati ubushiku bwakushika ati bailefye filya fine mukwai basanfya bwino bwnino citumbi babika na mumbokoshi abantu bapinga nokupinga
5/30/2024 12:26:07	ilyashi_lya_pano_isonde_32_578_587_9_8	Ndemona mukwai ubunga bwa mugaiwa bulapanga bwino icikwangwa icakuti kuti mwamona fye kwati mukate efyo uyu mwana atendeke nokuteteka icikwangwa
5/30/2024 12:27:47	ilyashi_lya_pano_isonde_32_625_632_7_7	Abantu baliesha ukuapapata banakulu bantu bebele Kwi! Apo fye alindila icikwangwa pano takabwelepo
5/30/2024 12:28:49	ilyashi_lya_pano_isonde_31_1573_1576_3_2	Bamafumu balipingula nokupingula ukuti balekane
5/30/2024 12:30:44	ilyashi_lya_pano_isonde_31_1601_1610_9_8	Genocide mukwai mulandu ukalamba uwakwipaya abantu icakuti umutu uwacita ifi nao kwisamwikata fye nao baipaya.
5/30/2024 12:32:55	ilyashi_lya_pano_isonde_31_353_362_9_8	Kanshi pa manda pa muli paliba icibumbili ico babumba bwino bwbino fily fine mukwai bacilenga bwino bwino babikapo mukwai nalubambe pa mul
5/30/2024 12:37:45	ilyashi_lya_pano_isonde_31_1162_1182_20_12	ca cine mukwai nge fyo ciba lyonse cikankanala mwalishiba twalinga ukubika lesa pa ntanshi kanshi emulandu lyonse tulakuta bashimapepo ukwisa tukoseleshako mu cebo cakwa lesa mukalelo nge fyo ciba tuli na bashimapepo
5/30/2024 12:41:02	ilyashi_lya_pano_isonde_31_1369_1383_14_13	uko ba munyinaifwe mukwai bekele fye amankabawila ninsunsukulu tabeshibe nomwakufilosha icakutila mukwai bamunyinaifwe abengi balecululika mukwai bafwa ukufwa icabipisha nga nshi kuli iyi incende ya South Africa
5/30/2024 12:44:12	ilyashi_lya_pano_isonde_31_804_826_22_16	uku kuli iyi incende eko cunfwikike ukutila mukwai bakapokola bakapokola nabekatako shikulu bantu umo kulya ku Sanfya panuma ya kwipaya nakulu bantu uwakene ukumukongwesha imbale ya mbalala ilyo mukwai baleikata isabi
5/30/2024 12:45:36	ilyashi_lya_pano_isonde_30_163_166_3_3	Zero two zero nine zero Seven
5/30/2024 12:48:56	ilyashi_lya_pano_isonde_30_1736_1750_14_13	Kalebalika mukwai ba mwana mayo pano pene epo twashila na program we lyashi ya pano isonde twaciba bonse nine Osward Chatengwa mukwai pali ba Machine paciba umwana mwaume Michael Shilamba natila lesa kabumba mukulu amipale tusheni umutende!
5/30/2024 12:50:31	ilyashi_lya_pano_isonde_30_124_152_28_4	PIB iya kubonfya mukucincintila kwa malwele mu nkoko.
5/30/2024 12:53:05	ilyashi_lya_pano_isonde_30_609_632_23_12	Bane tulelomba ukuti mukwai ico mwabelako kusambilisha abantu kubafwa maka maka mu ncende sha mu mishi kwena tebengi balaswa elo tekulolela umuntu aleshikila
5/30/2024 12:54:02	ilyashi_lya_pano_isonde_30_714_717_3_2	nayafimba icakuti kulakoloba fye
5/30/2024 12:55:22	ilyashi_lya_pano_isonde_30_732_736_4_4	icakuti mukwai calileta ubwafya nikuluse lwa mfumu nga aba na bwino bwino.
5/30/2024 12:57:04	ilyashi_lya_pano_isonde_30_762_778_16_4	Ing'anda ukuyapela abakashi ukutila myungu ipika uleke tulye
5/30/2024 12:58:39	ilyashi_lya_pano_isonde_30_413_419_6_6	alisangile aba banakulu bantu aba myaka yakufyalwa Thirty mukwai nga mwamona cimo nabanyina
5/30/2024 13:00:46	ilyashi_lya_pano_isonde_30_505_513_8_8	nabalesha ukuti maka maka bakafinfita indoshi abakwata icimisango ca kucucunganya ababonfi nga baya mu ncende sha mu mishi
5/30/2024 13:04:29	ilyashi_lya_pano_isonde_30_1162_1182_20_14	Mukwai twayaiposa kulya ku kabwe ku kabwe nako eko shikulu bantu umo apesheshe abantu amano ilyo alekana mukwai ukwasha ci Machine umo abombela ati balisaesha ukupatikisha
5/30/2024 13:07:24	ilyashi_lya_pano_isonde_29_116_144_28_14	natukwata ama solar pumps ayaklubonfya mubulimi bwa ntapilila elyo natukwata kabili ama incubators incubators incubator nga mulefwaya ukwisbilapo ifingi kuti mwatutumina pama nambala Zero nine seven eight
5/30/2024 13:10:13	ilyashi_lya_pano_isonde_29_1370_1376_6_6	Cisuma mukwai nomba catufumya  na mucalo cesu ica Zambia twayaiposa fye ku fyalo fyana bene uko twabalila ku calo ca Ethopia
5/30/2024 13:11:58	ilyashi_lya_pano_isonde_29_1413_1418_5_5	Icakuti nga mwamona mukwai infula emweo wa muntu pantu eimesha ifyakulya
5/30/2024 13:15:48	ilyashi_lya_pano_isonde_29_1439_1453_14_14	pali bashikulu ba Adam Gaba abo abatile balefwaya ukucinja icalo ca Nigeria kucicinja ishina ukucalula baleke ukucita icalo ca Nigeria mukwai balecita ukutila Nigrishia federation 
5/30/2024 13:19:02	ilyashi_lya_pano_isonde_29_1610_1622_12_11	Kanshi nga filya twalandile ukutila mba ba mwana mayo mukwai tulingile ukupepesha uyu inkondo mukwai teyamasenge taileshima nga mu mulilo lelo ilingile ukupepelela kumona ukutila yapwa.
5/30/2024 13:21:11	ilyashi_lya_pano_isonde_29_1634_1643_9_9	Kalebalika ba mwana mayo pano pepe epo twashila na program we lyashi lya pano isonde twaciba bonse nine muntu wenu osward Chatengwa natila lesa kabumba mukulu amipale tusheni umutende!
5/30/2024 13:29:41	ilyashi_lya_pano_isonde_2_1019_1046_27_7	Nakuba uyu umusambashi ni taxi driver ati ifyo alecita nga aya mukwai filya fine namayo nga amubuking'a amusenda
5/30/2024 13:31:12	ilyashi_lya_pano_isonde_2_1109_1116_7_7	Ndemona ifyo kwali abana ba mfumu ukuibimbapo ekupembesuka pali ino nshita batile awe kwena cili fye bwino bwino alesendama tulepita.
5/30/2024 13:32:34	ilyashi_lya_pano_isonde_29_540_543_3_2	kulika pamyabo pali aba banakulu bantu
5/30/2024 13:33:35	ilyashi_lya_pano_isonde_29_616_620_4_3	Lelo ukuma ama fifty Kwacha etakwishibikwe.
5/30/2024 13:35:23	ilyashi_lya_pano_isonde_29_671_675_4_4	balatutumina ilingi line pa zero nine six eight zer zer twenty eighty one
5/30/2024 13:37:55	ilyashi_lya_pano_isonde_29_457_462_5_5	Ali mukalokoni alepima imyungu ikumi ilyashi ukufuma kulya ku chisamba.
5/30/2024 13:41:02	ilyashi_lya_pano_isonde_10_352_363_11_10	Kulya ku Mbala ndecetekela mwe bengi mwebaba pama internet pama social media ulu mwalishiba ulwa ma social media lwakaba na se icakuti nakamwana ka kwi bele kali na lamya napa social media
5/30/2024 13:43:52	ilyashi_lya_pano_isonde_10_57_66_9_9	ilyo afikile palya pa kapiri Mposhi kwikila muli sasha ekuya pa balumendo ebele bane ndefwayako ka Bozi ndecetekala mukwai bwalwa ubunwa abalumendo
5/30/2024 13:47:18	ilyashi_lya_pano_isonde_10_544_556_12_12	Mukwai fifcitika mu calo fyakupapa ndecetekel ni uyu mwaka wapwile nga ino ine inshita elo kaishile bobwa nokubobwa mukwai ku mwaleti mwaufwila uku ati iyo ba gassing'a mwaunfwa uku ati iyo bafuminisha
5/30/2024 13:49:48	ilyashi_lya_pano_isonde_10_557_570_13_12	 uku kumushindamo nako ati abana bali nasendama pasukulu limo ifi kafundisha mukwai ubafunda icisambililo ca History ati efyo aile nokuya bafuminisha abana
5/30/2024 13:52:02	ilyashi_lya_pano_isonde_10_570_575_5_4	Fino tulelanda abali mutanda mukwai baletenshiwa mu cipatala kulya ku mushindamo
5/30/2024 13:54:12	ilyashi_lya_pano_isonde_10_641_651_10_9	Mukwai inkonkani kuli bakateka aba niba shikulu ba Kembo Mohad balicita resign balifuma pa milimo yabo iyabu vice President
5/30/2024 13:56:35	ilyashi_lya_pano_isonde_2_669_675_6_6	Twasensela ukuya palya pa mindolo mukwai pa salimu kwa cinci wababili mukwai uko tupokelela amalyashi nifunfwe
5/30/2024 13:59:47	ilyashi_lya_pano_isonde_2_788_812_24_16	Namutekenya umo aile nafusha icimbayambaya katwishi mukwai uko alebutukila ninshi nasamwa ekuya punka utubana mukwai utubana utunono tutatu icakutila kamo mukwai kafwilile apopene ukushonaika ukusanaika icabipisha nga nshi.
5/30/2024 14:02:27	ilyashi_lya_pano_isonde_2_812_822_10_9	Kanshi uyu umusambashi kwena fino tulelanda ali muli bucitente balemutensha pa mulandu mukwai nefintu acitile ukuma kulya ku Mbala
5/30/2024 14:04:30	ilyashi_lya_pano_isonde_2_852_860_8_7	Kanshi ndemona ku nakonde panuma mukwai aba akabungwe ka Electro commission of Zambia baishile pwa ukupunda
5/30/2024 14:07:52	ilyashi_lya_pano_isonde_2_887_907_20_13	Uyu umusambashi nomba ekunina mukwai akalafukila mpaka aya tinta cilya icitenge lelo mukwai ndemona  lilyaline fye asamuna icitenge ukuti ambe ukwikila efyo umnusambo wa mango mukwai waishile koboka
5/30/2024 14:13:37	ilyashi_lya_pano_isonde_2_978_985_7_6	Uyu umusambashi ndemona ba kapokola balemusunga muli bucitente pafyo acitile ilyashi lya bulanda nga nshi ukufuma kulya...
5/30/2024 14:14:42	ilyashi_lya_pano_isonde_2_1403_1407_4_3	Talingile ukuba ku sukulu iyo alingile ukuba pa ng'anda
5/30/2024 14:27:36	ilyashi_lya_pano_isonde_3_438_451_13_13	Mukwai calileta ubulanda pa mulandu wakutila umuntu uo twasangile umutuntulu uwakosa ndi mwaisa unfwa kabili ati nafwa naya kwa tata libe mukwai ewakoselenapo ukutila ubulwele bwa covid 19 takwaba.
5/30/2024 14:30:43	ilyashi_lya_pano_isonde_3_679_702_23_8	lelo ndemona abena mupalamano elo ebaishileti awe kwena kwanuka untuntu batila pali icatunka inkuli umuswema tauibutukila 
5/30/2024 14:37:31	ilyashi_lya_pano_isonde_3_790_810_20_17	Vitamin C iyafwilisha ukulwisha amalwele vitamin D na calcium iyafwililishako mukukula kwa mafupa elyo na Meno Vitamin E iyafwilishako mukucingila kwa mubili elyo na vitamin K iyafwilishako ukukwata ubumi ubusuma elyo nabashilika ba mu mubili abafwilisha ukulwisha amalwele
5/30/2024 14:40:39	ilyashi_lya_pano_isonde_3_853_856_3_3	Lelo ku maka ya kwa lesa kabumba mukulu ukuyaisanga kuli iyi incende.
5/30/2024 14:42:02	ilyashi_lya_pano_isonde_3_150_153_3_2	Abalubwile cino icishi ca Africa
5/30/2024 14:46:31	ilyashi_lya_pano_isonde_3_231_239_8_8	Fino tulepakala buntungwa twakwata maisosele pamulandu wakuti balibombele ukuti icalo cingalubuka.
5/30/2024 14:51:42	ilyashi_lya_pano_isonde_3_327_344_17_16	Ndecetekela mukwai na pa mulandu wa ico no buteko bwalibinda nokubinda ukuti abafikulwa fya malwa mukwai kwilaba no kukutana abantu baleya fye mukwai ashita ibotolo afuma aya ashita ibotolo afuma aya takuli ifyakulakutana pamo.
5/30/2024 14:54:23	ilyashi_lya_pano_isonde_4_356_368_12_11	Lelo ico twingalomba maka maka kuli mwe mwebalemoneka ukuba abacenjenjela katwishi nga ekucenjenjela nga ecinshi? Lelo mukwai kuti twalomba mweshilefwaya ukulafwala ama mask twamipapata
5/30/2024 14:56:46	ilyashi_lya_pano_isonde_4_385_392_7_6	Mukwai umupama pamo nao utula ingoma twilalolela pali nalikwebele pantu batila nalikwebele tabulapo
5/30/2024 14:58:11	ilyashi_lya_pano_isonde_4_674_680_6_5	Ilyashi lyakutila aba banakulu bantu mukwai balikwata umwana uwalelwalilila.
5/30/2024 14:59:44	ilyashi_lya_pano_isonde_4_680_685_5_4	ekwima ukuya nomba ndemona kuli...... shimapepo umo
5/30/2024 15:03:08	ilyashi_lya_pano_isonde_4_1303_1317_14_13	 Lelo mukwai twalolela tumone bushe ukukakwa kwakwe ali nokutwalilila ukuba mucifungo atemwa bali nokumufumya pantu nakuba ati tabamupoka immunity acili na maka yakuba nga kateka kulya ku calo ca Mauritania
5/30/2024 15:04:27	ilyashi_lya_pano_isonde_4_1317_1320_3_2	Kulya Ku singapore ku singapore
5/30/2024 15:09:42	ilyashi_lya_pano_isonde_40_611_632_21_9	Mukwai twatelemuka ukwisaiposa kulya ku Kapiri Mposhi nako mukwai ndetasha no mukalamba wandi bashimapepo ba Mwape ba Apostle O Mwape ukufuma kulukuta lwa Voice Embassy church
5/30/2024 15:12:20	ilyashi_lya_pano_isonde_5_233_254_21_14	Kulya ku Racecource eko abantu bafwaile ukulya shimapepo mu cilonganino cimo ifi akanama kabishi ilyo baishilemwikata shishili mwitempele lya kwa lesa kabumba mukulu na namayo muka mwine.
5/30/2024 15:17:09	ilyashi_lya_pano_isonde_5_333_353_20_19	Fyamusunkila na kunuma ati nga ayapona mwana mayo kufwa icakuti limbi palesenda nensa nangu fye shisano five hours afwile fye nga aisa puputuka filya fine kwamba ulubilo kwaleba fye mukwai kuya mushangila, Nishi? Ebele nacimona cimo cansunka caponya efyo nfwile
5/30/2024 15:18:48	ilyashi_lya_pano_isonde_5_451_456_5_4	Ati ifyalecitika fyakuti kwaleba bali pa busanshi filya fine munshita ya bushiku
5/30/2024 15:20:21	ilyashi_lya_pano_isonde_5_942_946_4_4	Ati ici calisapesha abantu amano mukwai icaleya mukucefya insapato nga afika ku ng'anda
5/30/2024 15:23:28	ilyashi_lya_pano_isonde_5_1320_1329_9_8	Umusambashi uwali bodyguard ku walipo kateka mulya mu mwaka wa ninteen seventy one ba shkilu ba Milton Obote
5/30/2024 15:24:28	ilyashi_lya_pano_isonde_5_1329_1331_2_2	Aba ni bashikulu ba Vincent Ododo
5/30/2024 15:25:32	ilyashi_lya_pano_isonde_5_1384_1387_3_3	Kanshi mukwai banakulu bantu babili nakuba balikwete impali
5/30/2024 15:26:36	ilyashi_lya_pano_isonde_5_995_1000_5_5	Mukwai kuli ilyashi ndemona ukuma kulya ku Ndola
5/30/2024 15:29:34	ilyashi_lya_pano_isonde_7_1158_1182_24_10	Mukwai apo mulebika intekwe epo mukwai muleya mukubika aka kantu pakutila tamulufishe mulesunga bwino bwino pakuti mwana mayo nga casafika palya pa 12 August
5/30/2024 20:57:33	ilyashi_lya_pano_isonde_7_1245_1256_11_11	Lelo mukwai uyu shikulubantu atile kwena teti cibe fi kwena Lesa kabumba mukulu shi ngafwa ndemona ekuyaisanga kulya ku KCC kukawama kulya mukwai ukufuma amalyashi kwa shansha
5/30/2024 21:05:50	ilyashi_lya_pano_isonde_7_44_68_24_12	Cakutootela nga nshi ba mwana mayo ukusango kutila mukwai tuleendela naimwe capamo muli programu we lyashi lya pano sonde mukwai ukufuma muntunga ishalekanalekana ukwambila kukabanga, kumasamba, kukapinda kakulyo nakukapinda kakukuso
5/30/2024 21:09:33	ilyashi_lya_pano_isonde_7_449_454_5_4	Kulya ku Kitwe ku Baruba mukwai ku Baruba kwena efyo ni... twingatiila
5/30/2024 21:12:52	ilyashi_lya_pano_isonde_7_522_529_7_7	Mukwai kulya kwamu Pembe sembe nako ukufuma amalyashi nako nifunfwe kuli ilyashi lyakutila kuli mukwai akamwana akakashana aka myaka yakufyalwa nine
5/30/2024 21:15:02	ilyashi_lya_pano_isonde_7_570_575_5_4	Ala mukwai ici calisaleta ubulanda icakuti umwana aamba nokulatiina kumasukulu alafilwa nokuyako
5/30/2024 21:17:29	ilyashi_lya_pano_isonde_7_678_692_14_5	Ni fyo fine mukwai company ka Promasidor pali ino nshita katumfwe mbila
5/30/2024 21:22:03	ilyashi_lya_pano_isonde_7_692_715_23_15	Akapepala fye kamo ka five gram ka drink o'pop kupangamo two litres ya drink o'pop iyumfwika bwino kabili ilatalalika kumukoshi, eeh ni fyo fine tunoono lelo mulafuma iingi nweniko drink o'pop iipya ukubikako fye na real cola
